review_id,review_text
R03263,About about eight months in and the left bud stopped charging. The battery clearly was not built for regular use.
R03264,"This backpack is great quality and arrived fast. Very happy with it, recommended."
R03265,Had it four months on a long flight. The ear tips has held up better than the last one I owned. Very pleased.
R03266,Worked fine at first but after about eight months the corners yellowed. The inner lining was the weak point.
R03267,"This bag is great quality and arrived fast. Very happy with it, recommended."
R03268,"Bought it with a screen protector fitted. The inner lining is better than I expected for the price, still solid after a month."
R03269,"Bought it while swimming. The strap pins is better than I expected for the price, still solid after a month."
R03270,"Very good, exactly what I wanted. Thanks!"
R03271,Mixed feelings. The bezel is good but after half a year it gained a few minutes a week. Fine if you use it lightly.
R03272,"Does the job for daily morning practice. Not perfect, it started flaking at the edges eventually, but for the price it is acceptable."
R03273,Picked this up alongside an existing routine. After about eight months the texture shows no wear at all. Exactly what I hoped for.
R03274,"Works well, no issues so far. Good value."
R03275,"Bought it on hikes. The inner coating is better than I expected for the price, still solid after three months."
R03276,"Decent for daily gym use, though the coating flaked inside after three months. The spout is still holding up at least."
R03277,"Bought it when breaking down a chicken. Within a month the edge dulled within a month, so I would not buy again."
R03278,"Very happy with this pair of sunglasses. Great quality, quick delivery. Would recommend."
R03279,Used it on a hardwood floor for six weeks and then it started flaking at the edges. Disappointing for what it cost.
R03280,Mixed feelings. The scroll wheel is good but after about eight months the scroll wheel got notchy. Fine if you use it lightly.
R03281,Worked fine at first but after two weeks the threading cross-threads easily. The inner coating was the weak point.
R03282,Had this four months. Mainly use it while cycling. The hinge screws is the part that impressed me most.
R03283,Had it six weeks on a camping trip. The rubber seal has held up better than the last one I owned. Very pleased.
R03284,"Very good, exactly what I wanted. Thanks!"
R03285,Excellent! Very good product with superb finishing. Worth every penny!
R03286,Had this a month. Mainly use it on a long flight. The battery is the part that impressed me most.
R03287,"This set of earbuds is great quality and arrived fast. Very happy with it, recommended."
R03288,"This set of earbuds is great quality and arrived fast. Very happy with it, recommended."
R03289,Had it six weeks for driving. The nose pads has held up better than the last one I owned. Very pleased.
R03290,"Does the job on sensitive skin. Not perfect, the seal leaked in a bag eventually, but for the price it is acceptable."
R03291,Worked fine at first but after about eight months it gained a few minutes a week. The crystal was the weak point.
R03292,"Nice quality, does the job. Recommend."
R03293,"This set of earbuds is great quality and arrived fast. Very happy with it, recommended."
R03294,About three months in and the handle started sticking halfway. The telescopic handle clearly was not built for regular use.
R03295,Decent product for the price. Satisfied.
R03296,"Bought it through a dry winter. The consistency is better than I expected for the price, still solid after half a year."
R03297,Picked this up for daily college carry. After half a year the base fabric shows no wear at all. Exactly what I hoped for.
R03298,"Using it on a long airport day for four months. The outsole grip does exactly what it needs to, nothing fancy but it works."
R03299,"Using it for eight hour work days for three months. The gas lift does exactly what it needs to, nothing fancy but it works."
R03300,"Using it for daily morning practice for two weeks. The edge binding does exactly what it needs to, nothing fancy but it works."
R03301,Really happy with this watch. The quality is great and it arrived quickly. Recommended.
R03302,"Bought it in the shower. The charging port is better than I expected for the price, still solid after four months."
R03303,Been using this after a waist height drop onto tile for about four months now and the port cutout has held up well. No complaints so far.
R03304,"Using it during workouts for two weeks. The battery does exactly what it needs to, nothing fancy but it works."
